id,batch,section,category,qa1,qa2,qa3,qa4,qa5,qa6,qa7,contentEligibleIgnoringInfrastructureFailures
"A1-CB018-SV-05","018","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-CE-01","018","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB018-CE-02","018","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB018-CE-03","018","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB018-CE-04","018","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB018-CE-05","018","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB018-LI-01","018","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-LI-02","018","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-LI-03","018","listening","conversation","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-LI-04","018","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-LI-05","018","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-RE-01","018","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB018-RE-02","018","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB018-RE-03","018","reading","information_search","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB018-RE-04","018","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB018-RE-05","018","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB019-SV-01","019","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB019-SV-02","019","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB019-SV-03","019","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB019-SV-04","019","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB019-SV-05","019","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB019-CE-01","019","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB019-CE-02","019","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB019-CE-03","019","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB019-CE-04","019","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB019-CE-05","019","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB019-LI-01","019","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB019-LI-02","019","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB019-LI-03","019","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB019-LI-04","019","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB019-LI-05","019","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB019-RE-01","019","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB019-RE-02","019","reading","information_search","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB019-RE-03","019","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB019-RE-04","019","reading","information_search","REVIEW","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB019-RE-05","019","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB020-SV-01","020","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB020-SV-02","020","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB020-SV-03","020","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB020-SV-04","020","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB020-SV-05","020","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB020-CE-01","020","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB020-CE-02","020","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB020-CE-03","020","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB020-CE-04","020","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB020-CE-05","020","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB020-LI-01","020","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB020-LI-02","020","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB020-LI-03","020","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB020-LI-04","020","listening","conversation","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB020-LI-05","020","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB020-RE-01","020","reading","information_search","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB020-RE-02","020","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB020-RE-03","020","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB020-RE-04","020","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB020-RE-05","020","reading","information_search","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB021-SV-01","021","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB021-SV-02","021","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB021-SV-03","021","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB021-SV-04","021","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB021-SV-05","021","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB021-CE-01","021","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB021-CE-02","021","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB021-CE-03","021","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB021-CE-04","021","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB021-CE-05","021","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB021-LI-01","021","listening","shop_public","FAIL","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB021-LI-02","021","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB021-LI-03","021","listening","conversation","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB021-LI-04","021","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB021-LI-05","021","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB021-RE-01","021","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB021-RE-02","021","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB021-RE-03","021","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB021-RE-04","021","reading","information_search","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB021-RE-05","021","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-SV-01","022","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB022-SV-02","022","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB022-SV-03","022","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB022-SV-04","022","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB022-SV-05","022","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB022-CE-01","022","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB022-CE-02","022","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-CE-03","022","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB022-CE-04","022","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB022-CE-05","022","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB022-LI-01","022","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-LI-02","022","listening","conversation","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-LI-03","022","listening","shop_public","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-LI-04","022","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-LI-05","022","listening","conversation","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB022-RE-01","022","reading","information_search","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB022-RE-02","022","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB022-RE-03","022","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB022-RE-04","022","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB022-RE-05","022","reading","information_search","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","PASS","false"
"A1-CB023-SV-01","023","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB023-SV-02","023","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB023-SV-03","023","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","PASS","false"
"A1-CB023-SV-04","023","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB023-SV-05","023","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB023-CE-01","023","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB023-CE-02","023","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB023-CE-03","023","conversation_expression","grammar","REVIEW","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB023-CE-04","023","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB023-CE-05","023","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB023-LI-01","023","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB023-LI-02","023","listening","shop_public","FAIL","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB023-LI-03","023","listening","announcement_instruction","FAIL","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB023-LI-04","023","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB023-LI-05","023","listening","shop_public","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB023-RE-01","023","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB023-RE-02","023","reading","information_search","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB023-RE-03","023","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB023-RE-04","023","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB023-RE-05","023","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB024-SV-01","024","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB024-SV-02","024","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB024-SV-03","024","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB024-SV-04","024","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB024-SV-05","024","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB024-CE-01","024","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB024-CE-02","024","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB024-CE-03","024","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB024-CE-04","024","conversation_expression","grammar","REVIEW","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB024-CE-05","024","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB024-LI-01","024","listening","shop_public","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB024-LI-02","024","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB024-LI-03","024","listening","conversation","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB024-LI-04","024","listening","shop_public","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB024-LI-05","024","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB024-RE-01","024","reading","information_search","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB024-RE-02","024","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB024-RE-03","024","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB024-RE-04","024","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB024-RE-05","024","reading","information_search","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB025-SV-01","025","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB025-SV-02","025","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB025-SV-03","025","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB025-SV-04","025","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB025-SV-05","025","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB025-CE-01","025","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB025-CE-02","025","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB025-CE-03","025","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB025-CE-04","025","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB025-CE-05","025","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB025-LI-01","025","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB025-LI-02","025","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB025-LI-03","025","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB025-LI-04","025","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB025-LI-05","025","listening","conversation","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB025-RE-01","025","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB025-RE-02","025","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB025-RE-03","025","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB025-RE-04","025","reading","information_search","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB025-RE-05","025","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB026-SV-01","026","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB026-SV-02","026","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB026-SV-03","026","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB026-SV-04","026","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB026-SV-05","026","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB026-CE-01","026","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB026-CE-02","026","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB026-CE-03","026","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","PASS","false"
"A1-CB026-CE-04","026","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB026-CE-05","026","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB026-LI-01","026","listening","conversation","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB026-LI-02","026","listening","shop_public","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB026-LI-03","026","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB026-LI-04","026","listening","conversation","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB026-LI-05","026","listening","shop_public","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB026-RE-01","026","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB026-RE-02","026","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB026-RE-03","026","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB026-RE-04","026","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB026-RE-05","026","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB027-SV-01","027","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB027-SV-02","027","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB027-SV-03","027","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB027-SV-04","027","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB027-SV-05","027","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB027-CE-01","027","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB027-CE-02","027","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB027-CE-03","027","conversation_expression","grammar","FAIL","PASS","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB027-CE-04","027","conversation_expression","expression","FAIL","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB027-CE-05","027","conversation_expression","grammar","FAIL","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB027-LI-01","027","listening","shop_public","FAIL","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB027-LI-02","027","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB027-LI-03","027","listening","conversation","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB027-LI-04","027","listening","shop_public","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB027-LI-05","027","listening","announcement_instruction","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB027-RE-01","027","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB027-RE-02","027","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB027-RE-03","027","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB027-RE-04","027","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB027-RE-05","027","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
"A1-CB028-SV-01","028","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB028-SV-02","028","script_vocabulary","word_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB028-SV-03","028","script_vocabulary","kanji_reading","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB028-SV-04","028","script_vocabulary","kanji_meaning_usage","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB028-SV-05","028","script_vocabulary","word_meaning","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB028-CE-01","028","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB028-CE-02","028","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","FAIL","REVIEW","REVIEW","false"
"A1-CB028-CE-03","028","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB028-CE-04","028","conversation_expression","grammar","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB028-CE-05","028","conversation_expression","expression","FAIL","FAIL","PASS","REVIEW","REVIEW","PASS","REVIEW","false"
"A1-CB028-LI-01","028","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB028-LI-02","028","listening","conversation","REVIEW","PASS","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB028-LI-03","028","listening","shop_public","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","REVIEW","false"
"A1-CB028-LI-04","028","listening","announcement_instruction","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB028-LI-05","028","listening","conversation","FAIL","FAIL","PASS","REVIEW","REVIEW","REVIEW","FAIL","false"
"A1-CB028-RE-01","028","reading","information_search","REVIEW","PASS","PASS","REVIEW","REVIEW","PASS","FAIL","false"
"A1-CB028-RE-02","028","reading","content_comprehension","REVIEW","PASS","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB028-RE-03","028","reading","information_search","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","FAIL","false"
"A1-CB028-RE-04","028","reading","content_comprehension","FAIL","FAIL","PASS","REVIEW","FAIL","PASS","REVIEW","false"
"A1-CB028-RE-05","028","reading","information_search","REVIEW","PASS","PASS","REVIEW","FAIL","REVIEW","FAIL","false"
